TF,target,importance
Egr1,Slfn4,4.869112275980945
Jdp2,Zbp1,4.868188600500333
Ddit3,Manf,4.863881466813546
Irf8,Tifab,4.863514621369703
Cebpa,Vldlr,4.863327476956702
Irf7,Vtcn1,4.862754885918312
Arg1,Slc6a6,4.861510170948106
Mxd3,Cdca8,4.854324307138406
Nr1h3,Camp,4.854137759512312
Anxa1,Cald1,4.846403675676116
Foxm1,Cep55,4.8457538352391225
Irf8,Plekho1,4.845351788181705
Egr1,Cd200r3,4.845073483540274
Irf8,Mgst1,4.845012217350025
Fosb,G0s2,4.842349438310823
Irf8,Dhcr7,4.841883696234298
Irf8,Ahnak2,4.841381751061054
Pparg,Lilra5,4.840752252148301
Bcl11b,Lck,4.838253955702504
Bhlhe41,Cd22,4.837577942051987
Mafb,Trem2,4.835608828957569
Arg1,Dusp14,4.832882741572065
Irf7,Trim10,4.831328624770501
